price	title	description	link	image_link	id	availability	custom_label_0
118 UAH	Гель Для Дитячої Білизни Делікатне Прання (Концентрат) 1 л	Ціна одного прання від 3 грн    гель для дитячої білизни делікатне прання (концентрат) 1 л    концентрований засіб для прання виробів з делікатних тканин, темних, джинсових дитячих речей. Може використовуватися в автоматичних пральних машинах та для ручного прання. Не містить фосфатів і агресивних компонентів. Біорозклад становить 92-95%. Миючі властивості гелю не залежить від жорсткості води. Формула гелю включає до свого складу інгредієнти, призначені для видалення накипу з нагрівальних елементів.    Рекомендації щодо застосування:    перед використанням збовтати. Для видалення застарілих плям і плям від молока, яєць, масла, соусу, світлого соку, майонезу і жиру, нанести концентрат безпосередньо на пляму за 5 хвилин до прання.    Дозування для автоматичних пральних машин 4-6 кг сухої білизни:                жорсткість води (dh)     слабке та середнє забруднення     сильне забруднення             м'яка і середня     30 мл     40 мл             жорстка     40 мл     50 мл             ручне прання - 50 мл. Синтетичні тканини - половина стандартної дози.         Увага: не наносити концентрат на плями від іржі, кави, чаю, крові, трави і шоколаду. Для видалення таких забруднень досить випрати речі.    Склад:    рослинна основа: анioннi пар 5-15%, неioногеннi (цукровi) пар <5%    органiчна основа: вода пiдготовлена    неорганiчна основа<7%: <5%(cода), комплексоутворювач <5%	https://chystoshka.ua/uk/gel-dlya-dityachoyi-bilizni?sodship=y	https://chystoshka.ua/image/cache/catalog/f11-500x500.jpg	01009	in stock	ukr
396 UAH	Гель Для Дитячої Білизни Делікатне Прання (Концентрат) 4 л	Ціна одного прання від 2,60 грн    гель для дитячої білизни делікатне прання (концентрат) 4 л    концентрований засіб для прання виробів з делікатних тканин, темних, джинсових дитячих речей. Може використовуватися в автоматичних пральних машинах та для ручного прання. Не містить фосфатів і агресивних компонентів. Биоразлагаемость становить 92-95%. Миючі властивості гелю не залежить від жорсткості води. Формула гелю включає до свого складу інгредієнти, призначені для видалення накипу з нагрівальних елементів.    Рекомендації щодо застосування:    перед використанням збовтати. Для видалення застарілих плям і плям від молока, яєць, масла, соусу, світлого соку, майонезу і жиру, нанести концентрат безпосередньо на пляму за 5 хвилин до прання.    Дозування для автоматичних пральних машин 4-6 кг сухої білизни:                     жорсткість води (dh)                   слабке та середнє забруднення                  сильне забруднення                       м'яка і середня                    30 мл                                      40 мл                        жорстка                   40 мл                 50 мл                   ручне прання - 50 мл. Синтетичні тканини - половина стандартної дози.    Увага: не завдавати концентрат на плями від іржі, кави, чаю, крові, трави і шоколаду. Для видалення таких забруднень досить випрати речі.    Склад:    рослинна основа: анioннi пар 5-15%, неioногеннi (цукровi) пар <5%    органiчна основа: вода пiдготовлена    неорганiчна основа<7%: <5%(cода), комплексоутворювач <5%	https://chystoshka.ua/uk/gel-dlya-dityachoyi-bilizni-delikatne-prannya?sodship=y	https://chystoshka.ua/image/cache/catalog/f5-500x500.jpg	01001	in stock	ukr
128 UAH	Гель Для Прання Дитячої Білизни Color (Концентрат) 1 л	Ціна одного прання від 2,70 грн    гель для прання дитячої білизни color (концентрат)    концентрований рідкий засіб для прання білих і кольорових дитячих речей. Може використовуватися в автоматичних пральних машинах та для ручного прання. Не містить фосфатів, відбілювачів і агресивних компонентів. М'яка формула гелю дозволяє відмовитися від використання кондиціонера, без залишку вимивається і не вимагає додаткового полоскання.    Склад:    рослинна основа: аніонні пар 5-15%, неіоногенні (цукрові) пар <5%.    Органічна основа: вода підготовлена.    Неорганічна основа <7%: луги <5% (сода), комплексоутворювач.    Концентрований рідкий засіб для прання білих і кольорових дитячих речей. Може використовуватися в автоматичних пральних машинах та для ручного прання. Не містить фосфатів, відбілювачів і агресивних компонентів. Биоразлагаемость становить 92-95%. Формула гелю включає до свого складу інгредієнти, призначені для видалення накипу з нагрівальних елементів.    Гель для прання дитячої білизни color делікатний до тканин і прекрасно справляється з будь-якими органічними забрудненнями, навіть такими складними як плями крові, жиру, сліди від трави і т.П. Гіпоалергенність складу підтверджена висновком державної Санітарно-епідеміологічної служби україни.    Рекомендації щодо застосування:    перед використанням збовтати. Для видалення застарілих плям і плям від молока, яєць, масла, соусу, світлого соку, майонезу і жиру, нанести концентрат безпосередньо на пляму за 5 хвилин до прання.    Дозування для автоматичних пральних машин 4-6 кг сухої білизни:                жорсткість води (dh)     слабке та середнє забруднення     сильне забруднення             м'яка і середня     20 мл     30 мл             жорстка     25 мл     40 мл             ручне прання - 25 мл (1/2 ковпачка). Синтетичні тканини - половина стандартної дози.    Увага: не наносити концентрат на плями від іржі, кави, чаю, крові, трави і шоколаду. Для видалення таких забруднень досить просто випрати речі.	https://chystoshka.ua/uk/gel-dlya-prannya-dityachoyi-bilizni-color-kontsentrat-1l?sodship=y	https://chystoshka.ua/image/cache/catalog/f3-500x500.jpg	01002	in stock	ukr
438 UAH	Гель Для Прання Дитячої Білизни Color (Концентрат) 4 л	Ціна одного прання від 2,30 грн    гель для прання дитячої білизни color (концентрат) 4 л    концентрований рідкий засіб для прання білих і кольорових дитячих речей. Може використовуватися в автоматичних пральних машинах та для ручного прання. Не містить фосфатів, відбілювачів і агресивних компонентів. Биоразлагаемость становить 92-95%. Миючі властивості гелю не залежить від жорсткості води. Формула гелю включає до свого складу інгредієнти, призначені для видалення накипу з нагрівальних елементів.    Гель для прання дитячої білизни color делікатний до тканин і прекрасно справляється з будь-якими органічними забрудненнями, навіть такими складними як плями крові, жиру, сліди від трави і т.П. Гіпоалергенність складу підтверджена висновком державної Санітарно-епідеміологічної служби україн    рекомендації щодо застосування:    перед використанням збовтати. Для видалення застарілих плям і плям від молока, яєць, масла, соусу, світлого соку, майонезу і жиру, нанести концентрат безпосередньо на пляму за 5 хвилин до прання.    Дозування для автоматичних пральних машин 4-6 кг сухої білизни:                     жорсткість води (dh)                   слабке та середнє забруднення                  сильне забруднення                       м'яка і середня                   20 мл (2/3 ковпачка)                                       30 мл (3/5 ковпачка)                       жорстка                   25 мл (1/2 ковпачка)               40 мл (4/5 ковпачка)                   ручне прання - 25 мл (1/2 ковпачка). Синтетичні тканини - половина стандартної дози.    Склад:    рослинна основа: аніонні пар 5-15%, неіоногенні (цукрові) пар <5%.    Органічна основа: вода підготовлена.    Неорганічна основа <7%: луги <5% (сода), комплексоутворювач.    Увага: не наносити концентрат на плями від іржі, кави, чаю, крові, трави і шоколаду. Для видалення таких забруднень досить просто випрати речі.	https://chystoshka.ua/uk/gel-dlya-prannya-dityachoyi-bilizni-color-kontsentrat-4l?sodship=y	https://chystoshka.ua/image/cache/catalog/f8-500x500.jpg	01008	in stock	ukr
60 UAH	Дитячий Гель Для Догляду За Горщиками і Унітазами	Дитячий гель для догляду за горщиками і унітазами    дитячий гель для догляду за горщиками і унітазами тм «Чістошка» легко розчиняє вапняний наліт, камінь, іржу, бруд. Не містить фосфатів і хлору, не виділяє їдкі пари при нанесенні, має приємний запах. Має прекрасні дезінфікуючі властивості, знищує мікроби і грибок.  Дитячий гель для догляду за горщиками і унітазами тм «Чістошка» легко розчиняє вапняний наліт, камінь, іржу, бруд. Не містить фосфатів і хлору, не виділяє їдкі пари при нанесенні, має приємний запах. Має прекрасні дезінфікуючі властивості, знищує мікроби і грибок. Биоразлагаемость становить 92-95%  склад гелю для догляду за унітазами тм «Чістошка» відповідає вимогам, що пред'являються до дитячої продукції, що підтверджено гігієнічним висновком Санітарно-епідеміологічної служби моз україни.    Рекомендації щодо застосування:                                                                                                                                                                                                        нанести засіб по колу під обідок унітазу, і на забруднену поверхню, залишити на 10 хв. При сильному забрудненні потерти щіткою. Потім змити водою. Для поверхні унітазу, яка знаходиться під водою: налити засіб у воду, витримати 30-40 хв., змити водою.    Склад:                                                                                                                                                                                                                                                                   рослинна основа: неіоногенні (цукрові) пар <5%, лимонна кислота <5%, молочна кислота <5%.                                                                                                                                Органічна основа: вода підготовлена, загущувач харчової.                                                                                                                                                                                 Неорганічна основа <1,12%: ароматизатор гіпоалергенний, барвник натуральний.	https://chystoshka.ua/uk/dityachiy-gel-dlya-doglyadu-za-gorschikami-i-unitazami?sodship=y	https://chystoshka.ua/image/cache/catalog/f7-500x500.jpg	01004	in stock	ukr
69 UAH	Дитячий Гель Для Миття Посуду "Чистошка"	Ніжний високоефективний засіб для миття посуду. Може застосовуватися для миття дитячих пляшечок, посуду, пустушок і іграшок. М'яко видаляє бруд, безпечно розчиняє і видаляє жири навіть в холодній воді, утворює густу і стійку піну. Не містить фосфатів, хлору, агресивних компонентів. Завдяки натуральним компонентам в складі не викликає роздратування шкіри рук, не викликає алергічних реакцій.  Ніжне високоефективний засіб для миття посуду. М'яко видаляє бруд, безпечно розчиняє і видаляє жири навіть в холодній воді, утворює густу і стійку піну. Миючі характеристики кошти не залежать від жорсткості води. Не містить фосфатів, хлору, агресивних компонентів. Завдяки нейтральній формулі не викликає роздратування шкіри рук, не викликає алергічних реакцій.  Зі складу виключені шкідливі хімічні речовини, тому вона є придатною для миття дитячого посуду і пляшок, а також легко очищає пустушки, соски, іграшки.  Засіб для ручного миття посуду тм «Чістошка» повністю відповідає вимогам, що пред'являються до дитячої продукції, що підтверджено гігієнічним висновком Санітарно-епідеміологічної служби моз україни.    Увага: в разі потрапляння на слизову або в очі промити водою, при необхідності звернутися до лікаря.    Склад:    рослинна основа: неіоногенні (цукрові) пар <5%.    Органічна основа: вода підготовлена, загущувач харчової.    Неорганічна основа <0,08%: ароматизатор гіпоалергенний лайм, барвник натуральний.	https://chystoshka.ua/uk/detskiy-gel-dlya-myitya-posudyi?sodship=y	https://chystoshka.ua/image/cache/catalog/f6-500x500.jpg	01003	in stock	ukr
99 UAH	Дитячий Засіб Для Ванної Кімнати	Засіб для ванної кімнати тм "чістошка" відрізняється своєю безпечною, екологічно чистою і ефективної рецептурою. Призначено для ванної (в т.Ч. Акрилових поверхонь), сантехніки, раковин, плитки. Не містить фосфатів і хлору, інших шкідливих для здоров'я компонентів. Засіб видаляє вапняний і мильний наліт, бруд і іржу, грибок. Биоразлагаемость становить 92-95%.    Не подразнює шкіру рук, безпечно для алергіків. Не залишає розводів і легко змивається.    Засіб для ванних тм "чістошка" повністю відповідає вимогам, що пред'являються до дитячої продукції, що підтверджено гігієнічним висновком Санітарно-епідеміологічної служби моз україни.    Рекомендації щодо застосування:    нанести невелику кількість засобу на забруднену поверхню. Через 1 хв. Змити водою. При почорнінні (грибку) і сильному білому осаді - нанести і потерти щіткою через 2-3 хв. І змити водою.    Увага: розпилювач на флаконі надає аерозольний ефект. Для обробки великих поверхонь (стіни у ванній, душові кабіни) рекомендується наносити засіб за допомогою губки або вологої ганчірки.    Склад:    рослинна основа: неіоногенні (цукрові) пар <5%, яблучна кислота <5%, лимонна кислота <5%, молочна кислота <5%.    Органічна основа: вода підготовлена.    Неорганічна основа <0,08%: ароматизатор гіпоалергенний - полуниця.	https://chystoshka.ua/uk/detskoe-sredstvo-dlya-vannoy-komnatyi?sodship=y	https://chystoshka.ua/image/cache/catalog/f2-500x500.jpg	01005	in stock	ukr
96 UAH	Дитячий Засіб Для Кухні	Дитячий універсальний засіб для кухні тм «Чістошка» - високоефективний засіб для швидкого видалення стійких жирів, залишків їжі, кіптяви з плит, каструль, сковорідок і інших поверхонь, в тому числі і нержавіючих, мікрохвильових печей, статі, холодильників, відра для сміття. Засіб залишається безпечним при його максимальної ефективності. Не містить фосфатів, хлору та інших небезпечних для здоров'я компонентів. Має унікальну рецептуру, в якій використовуються принципово нові компоненти, нетрадиційні для більшості засобів для догляду за будинком.  Дитяче універсальний засіб для кухні тм «Чістошка» - високоефективний засіб для швидкого видалення стійких жирів, залишків їжі, кіптяви з плит, каструль, сковорідок і інших поверхонь, в тому числі і нержавіючих, мікрохвильових печей, статі, холодильників, відра для сміття. Засіб залишається безпечним при його максимальної ефективності. Не містить фосфатів, хлору та інших небезпечних для здоров'я компонентів. Має унікальну рецептуру, в якій використовуються принципово нові компоненти, нетрадиційні для більшості засобів для догляду за будинком.  Універсальний засіб для кухні тм «Чістошка» прекрасно працює на холодних поверхнях і в холодній воді, не дряпає і не пошкоджує поверхню, усуває запахи, залишаючи легкий приємний аромат. Має антибактеріальний ефект, не викликає алергічних реакцій і не надає подразнюючої дії на шкіру рук. Биоразлагаемость становить 92-95%.    Рекомендації щодо застосування:  нанести засіб на поверхню. Через 2-3 хв. Протерти поверхню губкою або щіткою, а при застарілих забрудненнях через 5-10 хв. Після чого остаточно протерти вологою губкою, постійно промиваючи її.  Увага: не використовувати одночасно з іншими миючими засобами, особливо з такими, у складі яких є кислоти. Не використовувати для миття поверхонь, чутливих до впливу лугів.    Склад:  рослинна основа: аніонні пар <5%, неіоногенні (цукрові) пар <5%.  Органічна основа: вода підготовлена.  Неорганічна основа <3,5%: лугу <5% (сода), комплексоутворювач <5%, ароматизатор гіпоалергенний - лайм.	https://chystoshka.ua/uk/detskoe-sredstvo-dlya-kuhni?sodship=y	https://chystoshka.ua/image/cache/catalog/f1-500x500.jpg	01007	in stock	ukr
84 UAH	Дитячий Засіб Для Чищення Колясок і Текстилю	Засіб ідеально підходить для очищення текстильних елементів колясок і автокрісел. Крім того, може бути використано для чищення килимів і м'яких меблів, склад глибоко очищає килимові покриття і м'які меблі видаляє органічні і неорганічні забруднення, не руйнуючи структуру матеріалу, а також має антибактеріальний ефект. Нейтралізує неприємні запахи і надає приємний аромат чистоти. Не містить фосфатів, хлору та інших небезпечних для здоров'я компонентів.  Засіб ідеально підходить для очищення текстильних елементів колясок і автокрісел. Крім того, може бути використано для чищення килимів і м'яких меблів, склад глибоко очищає килимові покриття і м'які меблі. Видаляє органічні і неорганічні забруднення, не руйнуючи структуру матеріалу, а також має антибактеріальний ефект. Нейтралізує неприємні запахи і надає приємний аромат чистоти. Не містить фосфатів, хлору та інших небезпечних для здоров'я компонентів. Биоразлагаемость становить 92-98%. Гипоаллергенно.  Дитяче засіб для килимів та м'яких меблів тм «Чістошка» повністю відповідає вимогам, що пред'являються до дитячої продукції, що підтверджено гігієнічним висновком Санітарно-епідеміологічної служби моз україни.    Рекомендації щодо застосування:  для ручного чищення: за допомогою розпилювача нанести на забруднені місця, потерти щіткою, через 1 хв. Протерти вологою чистою губкою, постійно промиваючи її в чистій воді.  Для механічного чищення: за допомогою розпилювача нанести на забруднені місця, потерти щіткою, через 1 хв. Промити водним пилососом.    Склад:  рослинна основа: неіоногенні (цукрові) пар 5-15%.  Органічна основа: вода підготовлена.  Неорганічна основа <1,8%: луги <5% (сода), комплексоутворювач <5%, ароматизатор гіпоалергенний - полуниця.	https://chystoshka.ua/uk/dityachiy-zasib-dlya-chischennya-kolyasok-i-tekstilyu?sodship=y	https://chystoshka.ua/image/cache/catalog/foto1-500x500.jpg	01006	in stock	ukr
